comuna;candidato;votos;porcentaje;total_votos;mesas_escrutadas;mesas_totales;orden;mesas_porcentaje;partido;sector
PEDRO AGUIRRE CERDA;Marco Antonio Enríquez-Ominami Gumucio;171;0,01423813488759367;12010;37;223;3;0,1659192825112108;Ninguno;Ninguno
PEDRO AGUIRRE CERDA;Johannes Kaiser Barents-Von Hohenhagen;1388;0,11557035803497086;12010;37;223;4;0,1659192825112108;Ninguno;Ninguno
PEDRO AGUIRRE CERDA;José Antonio Kast Rist;1983;0,16511240632805996;12010;37;223;5;0,1659192825112108;Ninguno;Ninguno
PEDRO AGUIRRE CERDA;Eduardo Antonio Artés Brichetti;101;0,00840965861781848;12010;37;223;6;0,1659192825112108;Ninguno;Ninguno
PEDRO AGUIRRE CERDA;Evelyn Matthei Fornet;1267;0,10549542048293090;12010;37;223;7;0,1659192825112108;Ninguno;Ninguno
PEDRO AGUIRRE CERDA;Harold Mayne-Nicholls Secul;174;0,01448792672772689;12010;37;223;8;0,1659192825112108;Ninguno;Ninguno
PEDRO AGUIRRE CERDA;Nulo/Blanco;429;0,03572023313905079;12010;37;223;99;0,1659192825112108;Ninguno;Ninguno
PEÑAFLOR;Franco Parisi Fernández;3074;0,19349153395858248;15887;46;194;1;0,2371134020618557;Ninguno;Ninguno
PEÑAFLOR;Jeannette Jara Román;4773;0,30043431736640019;15887;46;194;2;0,2371134020618557;Ninguno;Ninguno
PEÑAFLOR;Marco Antonio Enríquez-Ominami Gumucio;245;0,01542141373449991;15887;46;194;3;0,2371134020618557;Ninguno;Ninguno
PEÑAFLOR;Johannes Kaiser Barents-Von Hohenhagen;2108;0,13268710266255429;15887;46;194;4;0,2371134020618557;Ninguno;Ninguno
PEÑAFLOR;José Antonio Kast Rist;2978;0,18744885755649274;15887;46;194;5;0,2371134020618557;Ninguno;Ninguno
PEÑAFLOR;Eduardo Antonio Artés Brichetti;105;0,00660917731478567;15887;46;194;6;0,2371134020618557;Ninguno;Ninguno
PEÑAFLOR;Evelyn Matthei Fornet;1872;0,11783218984075029;15887;46;194;7;0,2371134020618557;Ninguno;Ninguno
PEÑAFLOR;Harold Mayne-Nicholls Secul;220;0,01384780008812236;15887;46;194;8;0,2371134020618557;Ninguno;Ninguno
PEÑAFLOR;Nulo/Blanco;512;0,03222760747781205;15887;46;194;99;0,2371134020618557;Ninguno;Ninguno
PEÑALOLEN;Franco Parisi Fernández;5327;0,14215189197843839;37474;109;482;1;0,2261410788381743;Ninguno;Ninguno
PEÑALOLEN;Jeannette Jara Román;11654;0,31098895234028928;37474;109;482;2;0,2261410788381743;Ninguno;Ninguno
PEÑALOLEN;Marco Antonio Enríquez-Ominami Gumucio;516;0,01376954688584085;37474;109;482;3;0,2261410788381743;Ninguno;Ninguno
PEÑALOLEN;Johannes Kaiser Barents-Von Hohenhagen;4123;0,11002294924480974;37474;109;482;4;0,2261410788381743;Ninguno;Ninguno
PEÑALOLEN;José Antonio Kast Rist;7480;0,19960505950792551;37474;109;482;5;0,2261410788381743;Ninguno;Ninguno
PEÑALOLEN;Eduardo Antonio Artés Brichetti;284;0,00757858782088915;37474;109;482;6;0,2261410788381743;Ninguno;Ninguno
PEÑALOLEN;Evelyn Matthei Fornet;6113;0,16312643432780061;37474;109;482;7;0,2261410788381743;Ninguno;Ninguno
PEÑALOLEN;Harold Mayne-Nicholls Secul;616;0,01643806372418210;37474;109;482;8;0,2261410788381743;Ninguno;Ninguno
PEÑALOLEN;Nulo/Blanco;1361;0,03631851416982441;37474;109;482;99;0,2261410788381743;Ninguno;Ninguno
PIRQUE;Franco Parisi Fernández;408;0,11480022509848059;3554;11;66;1;0,1666666666666667;Ninguno;Ninguno
PIRQUE;Jeannette Jara Román;972;0,27349465391108613;3554;11;66;2;0,1666666666666667;Ninguno;Ninguno
PIRQUE;Marco Antonio Enríquez-Ominami Gumucio;41;0,01153629712999437;3554;11;66;3;0,1666666666666667;Ninguno;Ninguno
PIRQUE;Johannes Kaiser Barents-Von Hohenhagen;529;0,14884637028700057;3554;11;66;4;0,1666666666666667;Ninguno;Ninguno
PIRQUE;José Antonio Kast Rist;851;0,23944850872256612;3554;11;66;5;0,1666666666666667;Ninguno;Ninguno
PIRQUE;Eduardo Antonio Artés Brichetti;17;0,00478334271243669;3554;11;66;6;0,1666666666666667;Ninguno;Ninguno
PIRQUE;Evelyn Matthei Fornet;556;0,15644344400675295;3554;11;66;7;0,1666666666666667;Ninguno;Ninguno
PIRQUE;Harold Mayne-Nicholls Secul;54;0,01519414743950478;3554;11;66;8;0,1666666666666667;Ninguno;Ninguno
PIRQUE;Nulo/Blanco;126;0,03545301069217783;3554;11;66;99;0,1666666666666667;Ninguno;Ninguno
PROVIDENCIA;Franco Parisi Fernández;1174;0,01854015981807271;63322;223;431;1;0,5174013921113689;Ninguno;Ninguno
PROVIDENCIA;Jeannette Jara Román;17401;0,27480180663908277;63322;223;431;2;0,5174013921113689;Ninguno;Ninguno
PROVIDENCIA;Marco Antonio Enríquez-Ominami Gumucio;365;0,00576418938125770;63322;223;431;3;0,5174013921113689;Ninguno;Ninguno
PROVIDENCIA;Johannes Kaiser Barents-Von Hohenhagen;7481;0,11814219386627081;63322;223;431;4;0,5174013921113689;Ninguno;Ninguno
PROVIDENCIA;José Antonio Kast Rist;11508;0,18173778465620163;63322;223;431;5;0,5174013921113689;Ninguno;Ninguno
PROVIDENCIA;Eduardo Antonio Artés Brichetti;429;0,00677489656043713;63322;223;431;6;0,5174013921113689;Ninguno;Ninguno
PROVIDENCIA;Evelyn Matthei Fornet;22654;0,35775875683016961;63322;223;431;7;0,5174013921113689;Ninguno;Ninguno
PROVIDENCIA;Harold Mayne-Nicholls Secul;1006;0,01588705347272670;63322;223;431;8;0,5174013921113689;Ninguno;Ninguno
PROVIDENCIA;Nulo/Blanco;1304;0,02059315877578093;63322;223;431;99;0,5174013921113689;Ninguno;Ninguno
PUDAHUEL;Franco Parisi Fernández;6435;0,16815616180620885;38268;111;455;1;0,2439560439560439;Ninguno;Ninguno
PUDAHUEL;Jeannette Jara Román;12228;0,31953590467231108;38268;111;455;2;0,2439560439560439;Ninguno;Ninguno
PUDAHUEL;Marco Antonio Enríquez-Ominami Gumucio;535;0,01398034911675551;38268;111;455;3;0,2439560439560439;Ninguno;Ninguno
PUDAHUEL;Johannes Kaiser Barents-Von Hohenhagen;4686;0,12245217936657260;38268;111;455;4;0,2439560439560439;Ninguno;Ninguno
PUDAHUEL;José Antonio Kast Rist;7668;0,20037629350893696;38268;111;455;5;0,2439560439560439;Ninguno;Ninguno
PUDAHUEL;Eduardo Antonio Artés Brichetti;271;0,00708163478624438;38268;111;455;6;0,2439560439560439;Ninguno;Ninguno
PUDAHUEL;Evelyn Matthei Fornet;4557;0,11908121668234556;38268;111;455;7;0,2439560439560439;Ninguno;Ninguno
PUDAHUEL;Harold Mayne-Nicholls Secul;545;0,01424166405351730;38268;111;455;8;0,2439560439560439;Ninguno;Ninguno
PUDAHUEL;Nulo/Blanco;1343;0,03509459600710776;38268;111;455;99;0,2439560439560439;Ninguno;Ninguno
PUENTE ALTO;Franco Parisi Fernández;12268;0,15810093303778544;77596;223;1084;1;0,2057195571955719;Ninguno;Ninguno
PUENTE ALTO;Jeannette Jara Román;27364;0,35264704366204441;77596;223;1084;2;0,2057195571955719;Ninguno;Ninguno
PUENTE ALTO;Marco Antonio Enríquez-Ominami Gumucio;1110;0,01430486107531316;77596;223;1084;3;0,2057195571955719;Ninguno;Ninguno
PUENTE ALTO;Johannes Kaiser Barents-Von Hohenhagen;9305;0,11991597505026032;77596;223;1084;4;0,2057195571955719;Ninguno;Ninguno
PUENTE ALTO;José Antonio Kast Rist;13909;0,17924893035723491;77596;223;1084;5;0,2057195571955719;Ninguno;Ninguno
PUENTE ALTO;Eduardo Antonio Artés Brichetti;613;0,00789989174699727;77596;223;1084;6;0,2057195571955719;Ninguno;Ninguno
PUENTE ALTO;Evelyn Matthei Fornet;8923;0,11499304087839579;77596;223;1084;7;0,2057195571955719;Ninguno;Ninguno
PUENTE ALTO;Harold Mayne-Nicholls Secul;1185;0,01527140574256405;77596;223;1084;8;0,2057195571955719;Ninguno;Ninguno
PUENTE ALTO;Nulo/Blanco;2919;0,03761791844940461;77596;223;1084;99;0,2057195571955719;Ninguno;Ninguno
QUILICURA;Franco Parisi Fernández;3826;0,16460161762175185;23244;68;399;1;0,1704260651629073;Ninguno;Ninguno
QUILICURA;Jeannette Jara Román;7786;0,33496816382722422;23244;68;399;2;0,1704260651629073;Ninguno;Ninguno
QUILICURA;Marco Antonio Enríquez-Ominami Gumucio;293;0,01260540354500086;23244;68;399;3;0,1704260651629073;Ninguno;Ninguno
QUILICURA;Johannes Kaiser Barents-Von Hohenhagen;2671;0,11491137497848908;23244;68;399;4;0,1704260651629073;Ninguno;Ninguno
QUILICURA;José Antonio Kast Rist;4319;0,18581139218723111;23244;68;399;5;0,1704260651629073;Ninguno;Ninguno
QUILICURA;Eduardo Antonio Artés Brichetti;186;0,00800206504904491;23244;68;399;6;0,1704260651629073;Ninguno;Ninguno
QUILICURA;Evelyn Matthei Fornet;3023;0,13005506797453106;23244;68;399;7;0,1704260651629073;Ninguno;Ninguno
QUILICURA;Harold Mayne-Nicholls Secul;334;0,01436929960419893;23244;68;399;8;0,1704260651629073;Ninguno;Ninguno
QUILICURA;Nulo/Blanco;806;0,03467561521252797;23244;68;399;99;0,1704260651629073;Ninguno;Ninguno
QUINTA NORMAL;Franco Parisi Fernández;1256;0,12572572572572571;9990;33;267;1;0,1235955056179775;Ninguno;Ninguno
QUINTA NORMAL;Jeannette Jara Román;3466;0,34694694694694694;9990;33;267;2;0,1235955056179775;Ninguno;Ninguno
QUINTA NORMAL;Marco Antonio Enríquez-Ominami Gumucio;133;0,01331331331331331;9990;33;267;3;0,1235955056179775;Ninguno;Ninguno
QUINTA NORMAL;Johannes Kaiser Barents-Von Hohenhagen;1341;0,13423423423423422;9990;33;267;4;0,1235955056179775;Ninguno;Ninguno
QUINTA NORMAL;José Antonio Kast Rist;1831;0,18328328328328328;9990;33;267;5;0,1235955056179775;Ninguno;Ninguno
QUINTA NORMAL;Eduardo Antonio Artés Brichetti;80;0,00800800800800801;9990;33;267;6;0,1235955056179775;Ninguno;Ninguno
QUINTA NORMAL;Evelyn Matthei Fornet;1406;0,14074074074074075;9990;33;267;7;0,1235955056179775;Ninguno;Ninguno
QUINTA NORMAL;Harold Mayne-Nicholls Secul;122;0,01221221221221221;9990;33;267;8;0,1235955056179775;Ninguno;Ninguno
QUINTA NORMAL;Nulo/Blanco;355;0,03553553553553553;9990;33;267;99;0,1235955056179775;Ninguno;Ninguno
RECOLETA;Franco Parisi Fernández;2252;0,14369576314446145;15672;53;349;1;0,1518624641833811;Ninguno;Ninguno
RECOLETA;Jeannette Jara Román;5117;0,32650587034201123;15672;53;349;2;0,1518624641833811;Ninguno;Ninguno
RECOLETA;Marco Antonio Enríquez-Ominami Gumucio;218;0,01391015824400204;15672;53;349;3;0,1518624641833811;Ninguno;Ninguno
RECOLETA;Johannes Kaiser Barents-Von Hohenhagen;1922;0,12263910158244003;15672;53;349;4;0,1518624641833811;Ninguno;Ninguno
RECOLETA;José Antonio Kast Rist;3124;0,19933639612046963;15672;53;349;5;0,1518624641833811;Ninguno;Ninguno
RECOLETA;Eduardo Antonio Artés Brichetti;146;0,00931597753956100;15672;53;349;6;0,1518624641833811;Ninguno;Ninguno
RECOLETA;Evelyn Matthei Fornet;2046;0,13055130168453294;15672;53;349;7;0,1518624641833811;Ninguno;Ninguno
RECOLETA;Harold Mayne-Nicholls Secul;221;0,01410158244002042;15672;53;349;8;0,1518624641833811;Ninguno;Ninguno
RECOLETA;Nulo/Blanco;626;0,03994384890250128;15672;53;349;99;0,1518624641833811;Ninguno;Ninguno
RENCA;Franco Parisi Fernández;4221;0,19560683998331713;21579;63;294;1;0,2142857142857143;Ninguno;Ninguno
RENCA;Jeannette Jara Román;7176;0,33254553037675516;21579;63;294;2;0,2142857142857143;Ninguno;Ninguno
RENCA;Marco Antonio Enríquez-Ominami Gumucio;330;0,01529264562769359;21579;63;294;3;0,2142857142857143;Ninguno;Ninguno
RENCA;Johannes Kaiser Barents-Von Hohenhagen;2493;0,11552898651466703;21579;63;294;4;0,2142857142857143;Ninguno;Ninguno
RENCA;José Antonio Kast Rist;3858;0,17878492979285415;21579;63;294;5;0,2142857142857143;Ninguno;Ninguno
RENCA;Eduardo Antonio Artés Brichetti;154;0,00713656795959034;21579;63;294;6;0,2142857142857143;Ninguno;Ninguno
RENCA;Evelyn Matthei Fornet;2177;0,10088511979239075;21579;63;294;7;0,2142857142857143;Ninguno;Ninguno
RENCA;Harold Mayne-Nicholls Secul;291;0,01348533296260253;21579;63;294;8;0,2142857142857143;Ninguno;Ninguno
RENCA;Nulo/Blanco;879;0,04073404699012929;21579;63;294;99;0,2142857142857143;Ninguno;Ninguno
SAN BERNARDO;Franco Parisi Fernández;9699;0,18698309267220606;51871;154;597;1;0,2579564489112228;Ninguno;Ninguno
SAN BERNARDO;Jeannette Jara Román;15348;0,29588787569161962;51871;154;597;2;0,2579564489112228;Ninguno;Ninguno
SAN BERNARDO;Marco Antonio Enríquez-Ominami Gumucio;740;0,01426616028223863;51871;154;597;3;0,2579564489112228;Ninguno;Ninguno
SAN BERNARDO;Johannes Kaiser Barents-Von Hohenhagen;6331;0,12205278479304428;51871;154;597;4;0,2579564489112228;Ninguno;Ninguno
SAN BERNARDO;José Antonio Kast Rist;11361;0,21902411752231499;51871;154;597;5;0,2579564489112228;Ninguno;Ninguno
SAN BERNARDO;Eduardo Antonio Artés Brichetti;414;0,00798133832006323;51871;154;597;6;0,2579564489112228;Ninguno;Ninguno
SAN BERNARDO;Evelyn Matthei Fornet;5235;0,10092344469935031;51871;154;597;7;0,2579564489112228;Ninguno;Ninguno
SAN BERNARDO;Harold Mayne-Nicholls Secul;701;0,01351429507817470;51871;154;597;8;0,2579564489112228;Ninguno;Ninguno
SAN BERNARDO;Nulo/Blanco;2042;0,03936689094098822;51871;154;597;99;0,2579564489112228;Ninguno;Ninguno
SAN JOAQUIN;Franco Parisi Fernández;1144;0,13482616381850324;8485;28;212;1;0,1320754716981132;Ninguno;Ninguno
SAN JOAQUIN;Jeannette Jara Román;3192;0,37619328226281673;8485;28;212;2;0,1320754716981132;Ninguno;Ninguno
SAN JOAQUIN;Marco Antonio Enríquez-Ominami Gumucio;107;0,01261048909840896;8485;28;212;3;0,1320754716981132;Ninguno;Ninguno
SAN JOAQUIN;Johannes Kaiser Barents-Von Hohenhagen;962;0,11337654684737773;8485;28;212;4;0,1320754716981132;Ninguno;Ninguno
SAN JOAQUIN;José Antonio Kast Rist;1440;0,16971125515615793;8485;28;212;5;0,1320754716981132;Ninguno;Ninguno
SAN JOAQUIN;Eduardo Antonio Artés Brichetti;77;0,00907483794932233;8485;28;212;6;0,1320754716981132;Ninguno;Ninguno
SAN JOAQUIN;Evelyn Matthei Fornet;1168;0,13765468473777254;8485;28;212;7;0,1320754716981132;Ninguno;Ninguno
SAN JOAQUIN;Harold Mayne-Nicholls Secul;107;0,01261048909840896;8485;28;212;8;0,1320754716981132;Ninguno;Ninguno
SAN JOAQUIN;Nulo/Blanco;288;0,03394225103123159;8485;28;212;99;0,1320754716981132;Ninguno;Ninguno
SAN JOSE DE MAIPO;Franco Parisi Fernández;205;0,14985380116959066;1368;4;42;1;0,0952380952380952;Ninguno;Ninguno
SAN JOSE DE MAIPO;Jeannette Jara Román;474;0,34649122807017546;1368;4;42;2;0,0952380952380952;Ninguno;Ninguno
SAN JOSE DE MAIPO;Marco Antonio Enríquez-Ominami Gumucio;29;0,02119883040935672;1368;4;42;3;0,0952380952380952;Ninguno;Ninguno
SAN JOSE DE MAIPO;Johannes Kaiser Barents-Von Hohenhagen;189;0,13815789473684212;1368;4;42;4;0,0952380952380952;Ninguno;Ninguno
SAN JOSE DE MAIPO;José Antonio Kast Rist;243;0,17763157894736842;1368;4;42;5;0,0952380952380952;Ninguno;Ninguno
SAN JOSE DE MAIPO;Eduardo Antonio Artés Brichetti;7;0,00511695906432749;1368;4;42;6;0,0952380952380952;Ninguno;Ninguno
SAN JOSE DE MAIPO;Evelyn Matthei Fornet;144;0,10526315789473684;1368;4;42;7;0,0952380952380952;Ninguno;Ninguno
SAN JOSE DE MAIPO;Harold Mayne-Nicholls Secul;20;0,01461988304093567;1368;4;42;8;0,0952380952380952;Ninguno;Ninguno
SAN JOSE DE MAIPO;Nulo/Blanco;57;0,04166666666666666;1368;4;42;99;0,0952380952380952;Ninguno;Ninguno
SAN MIGUEL;Franco Parisi Fernández;2149;0,06768290762495670;31751;105;303;1;0,3465346534653465;Ninguno;Ninguno
SAN MIGUEL;Jeannette Jara Román;10221;0,32191112090957763;31751;105;303;2;0,3465346534653465;Ninguno;Ninguno
SAN MIGUEL;Marco Antonio Enríquez-Ominami Gumucio;275;0,00866114453088092;31751;105;303;3;0,3465346534653465;Ninguno;Ninguno
SAN MIGUEL;Johannes Kaiser Barents-Von Hohenhagen;4063;0,12796447355988788;31751;105;303;4;0,3465346534653465;Ninguno;Ninguno
SAN MIGUEL;José Antonio Kast Rist;6227;0,19611980725016534;31751;105;303;5;0,3465346534653465;Ninguno;Ninguno
SAN MIGUEL;Eduardo Antonio Artés Brichetti;285;0,00897609524109477;31751;105;303;6;0,3465346534653465;Ninguno;Ninguno
SAN MIGUEL;Evelyn Matthei Fornet;7187;0,22635507543069511;31751;105;303;7;0,3465346534653465;Ninguno;Ninguno
SAN MIGUEL;Harold Mayne-Nicholls Secul;573;0,01804667569525369;31751;105;303;8;0,3465346534653465;Ninguno;Ninguno
SAN MIGUEL;Nulo/Blanco;771;0,02428269975748795;31751;105;303;99;0,3465346534653465;Ninguno;Ninguno
SAN PEDRO;Franco Parisi Fernández;412;0,18795620437956204;2192;6;24;1;0,2500000000000000;Ninguno;Ninguno
SAN PEDRO;Jeannette Jara Román;394;0,17974452554744524;2192;6;24;2;0,2500000000000000;Ninguno;Ninguno
SAN PEDRO;Marco Antonio Enríquez-Ominami Gumucio;15;0,00684306569343066;2192;6;24;3;0,2500000000000000;Ninguno;Ninguno
SAN PEDRO;Johannes Kaiser Barents-Von Hohenhagen;316;0,14416058394160583;2192;6;24;4;0,2500000000000000;Ninguno;Ninguno
SAN PEDRO;José Antonio Kast Rist;724;0,33029197080291972;2192;6;24;5;0,2500000000000000;Ninguno;Ninguno
SAN PEDRO;Eduardo Antonio Artés Brichetti;13;0,00593065693430657;2192;6;24;6;0,2500000000000000;Ninguno;Ninguno
SAN PEDRO;Evelyn Matthei Fornet;212;0,09671532846715329;2192;6;24;7;0,2500000000000000;Ninguno;Ninguno
SAN PEDRO;Harold Mayne-Nicholls Secul;15;0,00684306569343066;2192;6;24;8;0,2500000000000000;Ninguno;Ninguno
SAN PEDRO;Nulo/Blanco;91;0,04151459854014598;2192;6;24;99;0,2500000000000000;Ninguno;Ninguno
SAN RAMON;Franco Parisi Fernández;1484;0,17749073077383087;8361;25;190;1;0,1315789473684210;Ninguno;Ninguno
SAN RAMON;Jeannette Jara Román;2751;0,32902762827412990;8361;25;190;2;0,1315789473684210;Ninguno;Ninguno
SAN RAMON;Marco Antonio Enríquez-Ominami Gumucio;180;0,02152852529601722;8361;25;190;3;0,1315789473684210;Ninguno;Ninguno
SAN RAMON;Johannes Kaiser Barents-Von Hohenhagen;974;0,11649324243511541;8361;25;190;4;0,1315789473684210;Ninguno;Ninguno
SAN RAMON;José Antonio Kast Rist;1600;0,19136466929793086;8361;25;190;5;0,1315789473684210;Ninguno;Ninguno
SAN RAMON;Eduardo Antonio Artés Brichetti;45;0,00538213132400431;8361;25;190;6;0,1315789473684210;Ninguno;Ninguno
SAN RAMON;Evelyn Matthei Fornet;847;0,10130367180959216;8361;25;190;7;0,1315789473684210;Ninguno;Ninguno
SAN RAMON;Harold Mayne-Nicholls Secul;108;0,01291711517761033;8361;25;190;8;0,1315789473684210;Ninguno;Ninguno
SAN RAMON;Nulo/Blanco;372;0,04449228561176893;8361;25;190;99;0,1315789473684210;Ninguno;Ninguno
SANTIAGO;Franco Parisi Fernández;6201;0,06915819057815846;89664;357;983;1;0,3631739572736521;Ninguno;Ninguno
SANTIAGO;Jeannette Jara Román;28748;0,32061920057102072;89664;357;983;2;0,3631739572736521;Ninguno;Ninguno
SANTIAGO;Marco Antonio Enríquez-Ominami Gumucio;817;0,00911179514632405;89664;357;983;3;0,3631739572736521;Ninguno;Ninguno
SANTIAGO;Johannes Kaiser Barents-Von Hohenhagen;11048;0,12321556031406139;89664;357;983;4;0,3631739572736521;Ninguno;Ninguno
SANTIAGO;José Antonio Kast Rist;17629;0,19661179514632404;89664;357;983;5;0,3631739572736521;Ninguno;Ninguno
SANTIAGO;Eduardo Antonio Artés Brichetti;953;0,01062856887937188;89664;357;983;6;0,3631739572736521;Ninguno;Ninguno
SANTIAGO;Evelyn Matthei Fornet;20305;0,22645654889364739;89664;357;983;7;0,3631739572736521;Ninguno;Ninguno
SANTIAGO;Harold Mayne-Nicholls Secul;1299;0,01448741970021413;89664;357;983;8;0,3631739572736521;Ninguno;Ninguno
SANTIAGO;Nulo/Blanco;2664;0,02971092077087794;89664;357;983;99;0,3631739572736521;Ninguno;Ninguno
TALAGANTE;Franco Parisi Fernández;2756;0,18311075676034816;15051;42;159;1;0,2641509433962264;Ninguno;Ninguno
TALAGANTE;Jeannette Jara Román;4216;0,28011427812105510;15051;42;159;2;0,2641509433962264;Ninguno;Ninguno
TALAGANTE;Marco Antonio Enríquez-Ominami Gumucio;196;0,01302239053883463;15051;42;159;3;0,2641509433962264;Ninguno;Ninguno
TALAGANTE;Johannes Kaiser Barents-Von Hohenhagen;2139;0,14211680287024117;15051;42;159;4;0,2641509433962264;Ninguno;Ninguno
TALAGANTE;José Antonio Kast Rist;3136;0,20835824862135408;15051;42;159;5;0,2641509433962264;Ninguno;Ninguno
TALAGANTE;Eduardo Antonio Artés Brichetti;110;0,00730848448608066;15051;42;159;6;0,2641509433962264;Ninguno;Ninguno
TALAGANTE;Evelyn Matthei Fornet;1749;0,11620490332868248;15051;42;159;7;0,2641509433962264;Ninguno;Ninguno
TALAGANTE;Harold Mayne-Nicholls Secul;194;0,01288950900272407;15051;42;159;8;0,2641509433962264;Ninguno;Ninguno
TALAGANTE;Nulo/Blanco;555;0,03687462627067969;15051;42;159;99;0,2641509433962264;Ninguno;Ninguno
TILTIL;Franco Parisi Fernández;798;0,20146427669780359;3961;11;43;1;0,2558139534883721;Ninguno;Ninguno
TILTIL;Jeannette Jara Román;1004;0,25347134561979301;3961;11;43;2;0,2558139534883721;Ninguno;Ninguno
TILTIL;Marco Antonio Enríquez-Ominami Gumucio;45;0,01136076748295885;3961;11;43;3;0,2558139534883721;Ninguno;Ninguno
TILTIL;Johannes Kaiser Barents-Von Hohenhagen;614;0,15501136076748295;3961;11;43;4;0,2558139534883721;Ninguno;Ninguno
TILTIL;José Antonio Kast Rist;952;0,24034334763948498;3961;11;43;5;0,2558139534883721;Ninguno;Ninguno
TILTIL;Eduardo Antonio Artés Brichetti;16;0,00403938399394092;3961;11;43;6;0,2558139534883721;Ninguno;Ninguno
TILTIL;Evelyn Matthei Fornet;370;0,09341075485988387;3961;11;43;7;0,2558139534883721;Ninguno;Ninguno
TILTIL;Harold Mayne-Nicholls Secul;35;0,00883615248674577;3961;11;43;8;0,2558139534883721;Ninguno;Ninguno
TILTIL;Nulo/Blanco;127;0,03206261045190609;3961;11;43;99;0,2558139534883721;Ninguno;Ninguno
VITACURA;Franco Parisi Fernández;192;0,00741112440653105;25907;82;222;1;0,3693693693693694;Ninguno;Ninguno
VITACURA;Jeannette Jara Román;1868;0,07210406453854171;25907;82;222;2;0,3693693693693694;Ninguno;Ninguno
VITACURA;Marco Antonio Enríquez-Ominami Gumucio;78;0,00301076929015324;25907;82;222;3;0,3693693693693694;Ninguno;Ninguno
VITACURA;Johannes Kaiser Barents-Von Hohenhagen;3238;0,12498552514764349;25907;82;222;4;0,3693693693693694;Ninguno;Ninguno
VITACURA;José Antonio Kast Rist;8869;0,34233990813293702;25907;82;222;5;0,3693693693693694;Ninguno;Ninguno
VITACURA;Eduardo Antonio Artés Brichetti;61;0,00235457598332497;25907;82;222;6;0,3693693693693694;Ninguno;Ninguno
VITACURA;Evelyn Matthei Fornet;11010;0,42498166518701508;25907;82;222;7;0,3693693693693694;Ninguno;Ninguno
VITACURA;Harold Mayne-Nicholls Secul;242;0,00934110472073185;25907;82;222;8;0,3693693693693694;Ninguno;Ninguno
VITACURA;Nulo/Blanco;349;0,01347126259312155;25907;82;222;99;0,3693693693693694;Ninguno;Ninguno
ÑUÑOA;Franco Parisi Fernández;2482;0,03285632967527568;75541;229;552;1;0,4148550724637681;Ninguno;Ninguno
ÑUÑOA;Jeannette Jara Román;26488;0,35064402112759957;75541;229;552;2;0,4148550724637681;Ninguno;Ninguno
ÑUÑOA;Marco Antonio Enríquez-Ominami Gumucio;541;0,00716167379303954;75541;229;552;3;0,4148550724637681;Ninguno;Ninguno
ÑUÑOA;Johannes Kaiser Barents-Von Hohenhagen;8641;0,11438821302339128;75541;229;552;4;0,4148550724637681;Ninguno;Ninguno
ÑUÑOA;José Antonio Kast Rist;12834;0,16989449438053508;75541;229;552;5;0,4148550724637681;Ninguno;Ninguno
ÑUÑOA;Eduardo Antonio Artés Brichetti;632;0,00836631762883732;75541;229;552;6;0,4148550724637681;Ninguno;Ninguno
ÑUÑOA;Evelyn Matthei Fornet;20626;0,27304377755126358;75541;229;552;7;0,4148550724637681;Ninguno;Ninguno
ÑUÑOA;Harold Mayne-Nicholls Secul;1534;0,02030685323201970;75541;229;552;8;0,4148550724637681;Ninguno;Ninguno
ÑUÑOA;Nulo/Blanco;1763;0,02333831958803828;75541;229;552;99;0,4148550724637681;Ninguno;Ninguno
