comuna;candidato;partido;lista;sector;votos;porcentaje;total_votos;mesas_escrutadas;mesas_totales;mesas_porcentaje
CAÑETE;Gustavo Jara Bertin;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6479;0,24706375838926176;26224;77;77;1,000000000000000
CAÑETE;Carlos Leonardo Carvajal Castro;PCCH;H - CONTIGO CHILE MEJOR;Izquierda;2738;0,10440817571690054;26224;77;77;1,000000000000000
CAÑETE;Juan Carlos Andrade Opazo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1739;0,06631330079316657;26224;77;77;1,000000000000000
CAÑETE;Nulo/Blanco;;NA;Otros;1825;0,06959273947528981;26224;77;77;1,000000000000000
CERRILLOS;Johnny Yañez Diaz;IND;CANDIDATURAS INDEPENDIENTES;Independiente;12035;0,21377693305149476;56297;169;169;1,000000000000000
CERRILLOS;Lorena Facuse Rojas;IND;H - CONTIGO CHILE MEJOR;Izquierda;11852;0,21052631578947367;56297;169;169;1,000000000000000
CERRILLOS;Alejandro Almendares Muller;RN;Z - CHILE VAMOS;Derecha;10175;0,18073787235554292;56297;169;169;1,000000000000000
CERRILLOS;Orfilia Castro Tobar;IND;CANDIDATURAS INDEPENDIENTES;Independiente;7668;0,13620619215944010;56297;169;169;1,000000000000000
CERRILLOS;Luis Moises Cortes Ibarra;REP;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;5437;0,09657708226015596;56297;169;169;1,000000000000000
CERRILLOS;Nehel Enrique Muñoz Lagos;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;1709;0,03035685738138800;56297;169;169;1,000000000000000
CERRILLOS;Nulo/Blanco;;NA;Otros;7421;0,13181874700250457;56297;169;169;1,000000000000000
CERRO NAVIA;Mauro Tamayo Rozas;IND;CANDIDATURAS INDEPENDIENTES;Independiente;44746;0,47227323580942732;94746;281;281;1,000000000000000
CERRO NAVIA;Julieta Santibañez Latorre;RN;Z - CHILE VAMOS;Derecha;23829;0,25150402127794314;94746;281;281;1,000000000000000
CERRO NAVIA;Jose Sepulveda Zelada;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4056;0,04280919511113926;94746;281;281;1,000000000000000
CERRO NAVIA;Jose Caceres Muñoz;PSC;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Derecha;4036;0,04259810440546303;94746;281;281;1,000000000000000
CERRO NAVIA;Pilar Carolina Roa Alarcon;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3326;0,03510438435395689;94746;281;281;1,000000000000000
CERRO NAVIA;Iris Lilian Morales Olivares;FREVS;H - CONTIGO CHILE MEJOR;Izquierda;3006;0,03172693306313723;94746;281;281;1,000000000000000
CERRO NAVIA;Nulo/Blanco;;NA;Otros;11747;0,12398412597893314;94746;281;281;1,000000000000000
CHAITEN;Clara Lazcano Fernández;IND;Z - CHILE VAMOS;Derecha;2180;0,63280116110304785;3445;15;15;1,000000000000000
CHAITEN;Marcelo Javier Añazco Negron;IND;H - CONTIGO CHILE MEJOR;Izquierda;1104;0,32046444121915818;3445;15;15;1,000000000000000
CHAITEN;Nulo/Blanco;;NA;Otros;161;0,04673439767779390;3445;15;15;1,000000000000000
CHANCO;Marcelo Osvaldo Waddington Guajardo;PR;H - CONTIGO CHILE MEJOR;Izquierda;4652;0,54460313743853894;8542;25;25;1,000000000000000
CHANCO;Viviana Diaz Meza;RN;Z - CHILE VAMOS;Derecha;3574;0,41840318426597989;8542;25;25;1,000000000000000
CHANCO;Eudaldo Hernan Gonzalez Manriquez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;63;0,00737532193865605;8542;25;25;1,000000000000000
CHANCO;Sergio Octavio Larrain Muñoz;IND;CANDIDATURAS INDEPENDIENTES;Independiente;44;0,00515101849683915;8542;25;25;1,000000000000000
CHANCO;Nulo/Blanco;;NA;Otros;209;0,02446733785998595;8542;25;25;1,000000000000000
CHAÑARAL;Alex Ahumada Monroy;RN;Z - CHILE VAMOS;Derecha;2978;0,31694338016177098;9396;30;30;1,000000000000000
CHAÑARAL;Isaias Florencio Zavala Torres;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1681;0,17890591741166453;9396;30;30;1,000000000000000
CHAÑARAL;Margarita Alicia Flores Salazar;PR;H - CONTIGO CHILE MEJOR;Izquierda;1604;0,17071094082588337;9396;30;30;1,000000000000000
CHAÑARAL;Rudy Patricio Salas Luna;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1501;0,15974882928905917;9396;30;30;1,000000000000000
CHAÑARAL;Mauricio Alejandro Rivera Blanco;IND;CANDIDATURAS INDEPENDIENTES;Independiente;463;0,04927628778203491;9396;30;30;1,000000000000000
CHAÑARAL;Carmen De Las Mercedes Gonzalez Pizarro;IND;CANDIDATURAS INDEPENDIENTES;Independiente;234;0,02490421455938697;9396;30;30;1,000000000000000
CHAÑARAL;Nelson Eduardo Olave Farias;IND;CANDIDATURAS INDEPENDIENTES;Independiente;217;0,02309493401447425;9396;30;30;1,000000000000000
CHAÑARAL;Nulo/Blanco;;NA;Otros;718;0,07641549595572585;9396;30;30;1,000000000000000
CHEPICA;Fabian Soto Gonzalez;PS;H - CONTIGO CHILE MEJOR;Izquierda;7189;0,54408537046847805;13213;37;37;1,000000000000000
CHEPICA;Iván Valenzuela Palacios;IND;Z - CHILE VAMOS;Derecha;4500;0,34057367743888595;13213;37;37;1,000000000000000
CHEPICA;Max Canales Castro;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;789;0,05971391811095134;13213;37;37;1,000000000000000
CHEPICA;Nulo/Blanco;;NA;Otros;735;0,05562703398168471;13213;37;37;1,000000000000000
CHIGUAYANTE;Jorge Lozano Zapata;IND;CANDIDATURAS INDEPENDIENTES;Independiente;24783;0,39864560545618327;62168;179;179;1,000000000000000
CHIGUAYANTE;Andres Parra Sandoval;PS;H - CONTIGO CHILE MEJOR;Izquierda;13453;0,21639750353879811;62168;179;179;1,000000000000000
CHIGUAYANTE;Ximena Bravo Urrea;IND;CANDIDATURAS INDEPENDIENTES;Independiente;5465;0,08790696178098056;62168;179;179;1,000000000000000
CHIGUAYANTE;Jessica Flores Reyes;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;5207;0,08375691674173208;62168;179;179;1,000000000000000
CHIGUAYANTE;Marissa Barro Queirolo;UDI;Z - CHILE VAMOS;Derecha;4883;0,07854523227383862;62168;179;179;1,000000000000000
CHIGUAYANTE;Juan Francisco Bruneth Vera;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;1756;0,02824604298031141;62168;179;179;1,000000000000000
CHIGUAYANTE;Nulo/Blanco;;NA;Otros;6621;0,10650173722815597;62168;179;179;1,000000000000000
CHILE CHICO;Ariel Keim Hermosilla;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1850;0,49959492303537673;3703;17;17;1,000000000000000
CHILE CHICO;Gonzalo Cruces Alvarez;RN;Z - CHILE VAMOS;Derecha;894;0,24142587091547393;3703;17;17;1,000000000000000
CHILE CHICO;Ricardo Enrique Ibarra Valdebenito;IND;CANDIDATURAS INDEPENDIENTES;Independiente;550;0,14852822036186875;3703;17;17;1,000000000000000
CHILE CHICO;Santos Fidel Sepulveda Avilez;IND;H - CONTIGO CHILE MEJOR;Izquierda;225;0,06076154469349176;3703;17;17;1,000000000000000
CHILE CHICO;Nulo/Blanco;;NA;Otros;184;0,04968944099378882;3703;17;17;1,000000000000000
CHILLAN;Camilo Francisco Benavente Jimenez;PPD;H - CONTIGO CHILE MEJOR;Centro;61891;0,44694710236504787;138475;414;414;1,000000000000000
CHILLAN;Sergio Zarzar Andonie;IND;Z - CHILE VAMOS;Derecha;48041;0,34692904856472290;138475;414;414;1,000000000000000
CHILLAN;Fernando Briones Contreras;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6596;0,04763314677739664;138475;414;414;1,000000000000000
CHILLAN;Eduardo Aedo Castillo;PAVP;X - ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES;Izquierda;4059;0,02931215020761870;138475;414;414;1,000000000000000
CHILLAN;John Andrades Andrades;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;4020;0,02903051092254920;138475;414;414;1,000000000000000
CHILLAN;Nulo/Blanco;;NA;Otros;13868;0,10014804116266474;138475;414;414;1,000000000000000
CHILLAN VIEJO;Jorge Andres Del Pozo Pastene;IND;CANDIDATURAS INDEPENDIENTES;Independiente;10288;0,45903980010708550;22412;63;63;1,000000000000000
CHILLAN VIEJO;Rafael Palavecino Troncozo;PS;H - CONTIGO CHILE MEJOR;Izquierda;5222;0,23300017847581653;22412;63;63;1,000000000000000
CHILLAN VIEJO;Karla Muñoz Maldonado;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;1307;0,05831697305015170;22412;63;63;1,000000000000000
CHILLAN VIEJO;Claudia Rubilar Sierra;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1202;0,05363198286632161;22412;63;63;1,000000000000000
CHILLAN VIEJO;Valentino Andres Urrutia Cabrera;IND;CANDIDATURAS INDEPENDIENTES;Independiente;903;0,04029091558093878;22412;63;63;1,000000000000000
CHILLAN VIEJO;Sergio Herman Contreras Navarro;AMARILLOS;R - CENTRO DEMOCRATICO;Centro;621;0,02770837051579511;22412;63;63;1,000000000000000
CHILLAN VIEJO;Nulo/Blanco;;NA;Otros;2869;0,12801177940389077;22412;63;63;1,000000000000000
CHIMBARONGO;Marco Antonio Contreras Jorquera;IND;Z - CHILE VAMOS;Derecha;17928;0,61008643571768872;29386;82;82;1,000000000000000
CHIMBARONGO;Doris Edith Rodriguez Zavalla;IND;H - CONTIGO CHILE MEJOR;Izquierda;8573;0,29173756210440344;29386;82;82;1,000000000000000
CHIMBARONGO;Carlos German Reyes Fecci;IND;CANDIDATURAS INDEPENDIENTES;Independiente;816;0,02776832505274621;29386;82;82;1,000000000000000
CHIMBARONGO;Nulo/Blanco;;NA;Otros;2069;0,07040767712516165;29386;82;82;1,000000000000000
CHOLCHOL;Alvaro Labraña Opazo;IND;Z - CHILE VAMOS;Derecha;6312;0,58341806081892966;10819;33;33;1,000000000000000
CHOLCHOL;Maria Cristina Painemal Painemal;IND;H - CONTIGO CHILE MEJOR;Izquierda;1609;0,14871984471762639;10819;33;33;1,000000000000000
CHOLCHOL;Francisca Sylvia Huirilef Barra;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1507;0,13929198632036233;10819;33;33;1,000000000000000
CHOLCHOL;Hilario Huirilef Barra;IND;CANDIDATURAS INDEPENDIENTES;Independiente;758;0,07006192808947223;10819;33;33;1,000000000000000
CHOLCHOL;Luis Raul Huenchuleo Gallegos;IND;CANDIDATURAS INDEPENDIENTES;Independiente;132;0,01220075792587115;10819;33;33;1,000000000000000
CHOLCHOL;Nulo/Blanco;;NA;Otros;501;0,04630742212773824;10819;33;33;1,000000000000000
CHONCHI;Fernando Oyarzun Macias;RN;Z - CHILE VAMOS;Derecha;7271;0,62071026122588357;11714;37;37;1,000000000000000
CHONCHI;Jose Enrique Navarro Oyarzo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1743;0,14879631210517330;11714;37;37;1,000000000000000
CHONCHI;Anakenna Mancilla Vega;PS;H - CONTIGO CHILE MEJOR;Izquierda;1491;0,12728359228273861;11714;37;37;1,000000000000000
CHONCHI;Nulo/Blanco;;NA;Otros;1209;0,10320983438620454;11714;37;37;1,000000000000000
CISNES;Francisco Roncagliolo Lepio;RN;Z - CHILE VAMOS;Derecha;1955;0,51760656605771782;3777;15;15;1,000000000000000
CISNES;Gloria Del Carmen Cadagan Opazo;IND;H - CONTIGO CHILE MEJOR;Izquierda;1658;0,43897272967963991;3777;15;15;1,000000000000000
CISNES;Nulo/Blanco;;NA;Otros;164;0,04342070426264231;3777;15;15;1,000000000000000
COBQUECURA;Jorge Eduardo Romero Villalobos;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2784;0,51223551057957684;5435;16;16;1,000000000000000
COBQUECURA;Julio Manuel Alberto Fuentes Alarcon;PR;H - CONTIGO CHILE MEJOR;Izquierda;2269;0,41747930082796686;5435;16;16;1,000000000000000
COBQUECURA;Maritza Elena Alarcon Vera;IND;Z - CHILE VAMOS;Derecha;261;0,04802207911683533;5435;16;16;1,000000000000000
COBQUECURA;Nulo/Blanco;;NA;Otros;121;0,02226310947562098;5435;16;16;1,000000000000000
COCHAMO;Francisco Javier Donoso Oyarzun;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1122;0,29729729729729731;3774;14;14;1,000000000000000
COCHAMO;Pablo Cesar Marin Tellez;REP;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;853;0,22602013778484367;3774;14;14;1,000000000000000
COCHAMO;Eliseo Facundo Bahamonde Turra;IND;CANDIDATURAS INDEPENDIENTES;Independiente;751;0,19899311075781664;3774;14;14;1,000000000000000
COCHAMO;Carlos Hernan Alfredo Soto Sotomayor;IND;H - CONTIGO CHILE MEJOR;Izquierda;543;0,14387917329093800;3774;14;14;1,000000000000000
COCHAMO;Jesus Silverio Morales Rosales;IND;CANDIDATURAS INDEPENDIENTES;Independiente;256;0,06783253842077372;3774;14;14;1,000000000000000
COCHAMO;Nulo/Blanco;;NA;Otros;249;0,06597774244833068;3774;14;14;1,000000000000000
COCHRANE;Patricio Ulloa Georgia;UDI;Z - CHILE VAMOS;Derecha;1195;0,49543946932006633;2412;9;9;1,000000000000000
COCHRANE;Jorge Eduardo Calderon Nuñez;PR;H - CONTIGO CHILE MEJOR;Izquierda;1117;0,46310116086235487;2412;9;9;1,000000000000000
COCHRANE;Nulo/Blanco;;NA;Otros;100;0,04145936981757877;2412;9;9;1,000000000000000
CODEGUA;Jose Flores Osorio;IND;CANDIDATURAS INDEPENDIENTES;Independiente;5269;0,46361636603607564;11365;32;32;1,000000000000000
CODEGUA;Ana Maria Silva Gutierrez;DEMOCRATAS;R - CENTRO DEMOCRATICO;Derecha;2642;0,23246810382754068;11365;32;32;1,000000000000000
CODEGUA;Juan Carrasco Rodriguez;IND;H - CONTIGO CHILE MEJOR;Izquierda;1844;0,16225252969643641;11365;32;32;1,000000000000000
CODEGUA;Sebastián Padilla Ortega;IND;CANDIDATURAS INDEPENDIENTES;Independiente;636;0,05596128464584250;11365;32;32;1,000000000000000
CODEGUA;Patricio Adan Castro Carrillo;IND;X - ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES;Independiente;237;0,02085349758029037;11365;32;32;1,000000000000000
CODEGUA;Nulo/Blanco;;NA;Otros;737;0,06484821821381434;11365;32;32;1,000000000000000
COELEMU;Alejandro Rodrigo Pedreros Urrutia;IND;H - CONTIGO CHILE MEJOR;Izquierda;6134;0,45359757450269911;13523;40;40;1,000000000000000
COELEMU;Miguel Garrido Dominguez;UDI;Z - CHILE VAMOS;Derecha;5355;0,39599201360644826;13523;40;40;1,000000000000000
COELEMU;Pedro Enrique Ramirez Glade;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;1404;0,10382311617244694;13523;40;40;1,000000000000000
COELEMU;Nulo/Blanco;;NA;Otros;630;0,04658729571840568;13523;40;40;1,000000000000000
COIHUECO;Wilson Enrique Palma Jelves;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6211;0,27787222619899787;22352;64;64;1,000000000000000
COIHUECO;Juan Carlos Saez Freire;IND;CANDIDATURAS INDEPENDIENTES;Independiente;5910;0,26440586972083036;22352;64;64;1,000000000000000
COIHUECO;Luis Amestica Ponce;IND;H - CONTIGO CHILE MEJOR;Izquierda;3435;0,15367752326413744;22352;64;64;1,000000000000000
COIHUECO;Juan Muñoz Quezada;UDI;Z - CHILE VAMOS;Derecha;2636;0,11793128131710809;22352;64;64;1,000000000000000
COIHUECO;Raul Humberto Martínez Gutierrez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1453;0,06500536864710094;22352;64;64;1,000000000000000
COIHUECO;Solanyen Cardenas Sandoval;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1285;0,05748926270579814;22352;64;64;1,000000000000000
COIHUECO;Hugo Alberto Claveria Nova;PSC;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Derecha;302;0,01351109520400859;22352;64;64;1,000000000000000
COIHUECO;Nulo/Blanco;;NA;Otros;1120;0,05010737294201861;22352;64;64;1,000000000000000
COINCO;Juan Abarca Padilla;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3230;0,45848119233498935;7045;21;21;1,000000000000000
COINCO;Carlos Muñoz Rivera;EVOPOLI;Z - CHILE VAMOS;Derecha;3122;0,44315117104329310;7045;21;21;1,000000000000000
COINCO;Angel Rodrigo Gonzalez Carrasco;IND;H - CONTIGO CHILE MEJOR;Izquierda;275;0,03903477643718949;7045;21;21;1,000000000000000
COINCO;Nulo/Blanco;;NA;Otros;418;0,05933286018452803;7045;21;21;1,000000000000000
COLBUN;Pedro Pablo Muñoz Oses;IND;CANDIDATURAS INDEPENDIENTES;Independiente;8000;0,44055289388182167;18159;53;53;1,000000000000000
COLBUN;Jose Hernan Olivares Quiroz;EVOPOLI;Z - CHILE VAMOS;Derecha;5123;0,28211905941957155;18159;53;53;1,000000000000000
COLBUN;Gustavo Rojas Aravena;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1737;0,09565504708409053;18159;53;53;1,000000000000000
COLBUN;Renato Hernandez Bravo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1374;0,07566495952420288;18159;53;53;1,000000000000000
COLBUN;Juan Pablo Araya Vergara;IND;R - CENTRO DEMOCRATICO;Centro;1086;0,05980505534445729;18159;53;53;1,000000000000000
COLBUN;Nulo/Blanco;;NA;Otros;839;0,04620298474585605;18159;53;53;1,000000000000000
COLCHANE;Teofilo Pedro Mamani Garcia;IND;CANDIDATURAS INDEPENDIENTES;Independiente;746;0,35473133618640040;2103;7;7;1,000000000000000
COLCHANE;Javier Ignacio Garcia Choque;DEMOCRATAS;R - CENTRO DEMOCRATICO;Derecha;691;0,32857822158820732;2103;7;7;1,000000000000000
COLCHANE;Rosauro Donato Garcia Choque;IND;CANDIDATURAS INDEPENDIENTES;Independiente;384;0,18259629101283881;2103;7;7;1,000000000000000
COLCHANE;Juan Segundo Choque Mamani;IND;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Independiente;235;0,11174512601046124;2103;7;7;1,000000000000000
COLCHANE;Kiara Antonia Aliaga Calderon;PS;H - CONTIGO CHILE MEJOR;Izquierda;15;0,00713266761768902;2103;7;7;1,000000000000000
COLCHANE;Nulo/Blanco;;NA;Otros;32;0,01521635758440323;2103;7;7;1,000000000000000
COLINA;Isabel Valenzuela Ahumada;UDI;Z - CHILE VAMOS;Derecha;56946;0,60881371878207324;93536;275;275;1,000000000000000
COLINA;Nicolas Raul Pavez Cuevas;FA;H - CONTIGO CHILE MEJOR;Izquierda;17036;0,18213308244953816;93536;275;275;1,000000000000000
COLINA;Luis Francisco Salinas Segura;IND;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Independiente;9996;0,10686794389326035;93536;275;275;1,000000000000000
COLINA;Nulo/Blanco;;NA;Otros;9558;0,10218525487512829;93536;275;275;1,000000000000000
COLLIPULLI;Manuel Macaya Ramirez;RN;Z - CHILE VAMOS;Derecha;7643;0,39919565444479266;19146;60;60;1,000000000000000
COLLIPULLI;Yuliana Ema Bustos Zapata;IND;H - CONTIGO CHILE MEJOR;Izquierda;3047;0,15914551342316932;19146;60;60;1,000000000000000
COLLIPULLI;Francisco Antonio Quiduleo Cabrera;IND;R - CENTRO DEMOCRATICO;Centro;2002;0,10456492217695602;19146;60;60;1,000000000000000
COLLIPULLI;Leonel Edgardo Arriagada Fuentes;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1634;0,08534419722135173;19146;60;60;1,000000000000000
COLLIPULLI;Mery Anne Navia Venegas;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1605;0,08382952052648072;19146;60;60;1,000000000000000
COLLIPULLI;Claudio Ulloa Canales;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1204;0,06288519795257495;19146;60;60;1,000000000000000
COLLIPULLI;Patricio Poblete Huenchumilla;IND;CANDIDATURAS INDEPENDIENTES;Independiente;218;0,01138619032696125;19146;60;60;1,000000000000000
COLLIPULLI;Edison Sandoval Cadiz;IND;CANDIDATURAS INDEPENDIENTES;Independiente;178;0,00929698109265643;19146;60;60;1,000000000000000
COLLIPULLI;Juan Cristobal Cerda Fernández;IND;CANDIDATURAS INDEPENDIENTES;Independiente;176;0,00919252063094119;19146;60;60;1,000000000000000
COLLIPULLI;Nulo/Blanco;;NA;Otros;1439;0,07515930220411574;19146;60;60;1,000000000000000
COLTAUCO;Felix Sanchez Vergara;RN;Z - CHILE VAMOS;Derecha;8799;0,54121048099397218;16258;45;45;1,000000000000000
COLTAUCO;Ruben Enrique Jorquera Vidal;IND;H - CONTIGO CHILE MEJOR;Izquierda;4005;0,24634026325501290;16258;45;45;1,000000000000000
COLTAUCO;Marcial Abarca Orellana;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2661;0,16367326854471645;16258;45;45;1,000000000000000
COLTAUCO;Nulo/Blanco;;NA;Otros;793;0,04877598720629844;16258;45;45;1,000000000000000
COMBARBALA;Marta Angelica Carvajal Cortes;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3158;0,30660194174757283;10300;32;32;1,000000000000000
COMBARBALA;Juan Rodrigo Fuentes Fernández;IND;H - CONTIGO CHILE MEJOR;Izquierda;1652;0,16038834951456310;10300;32;32;1,000000000000000
COMBARBALA;Renan Ugalde Meza;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1614;0,15669902912621358;10300;32;32;1,000000000000000
COMBARBALA;Juan Pablo Adonis Alvarez;IND;R - CENTRO DEMOCRATICO;Centro;1088;0,10563106796116505;10300;32;32;1,000000000000000
COMBARBALA;Solercio Rojas Aguirre;IND;CANDIDATURAS INDEPENDIENTES;Independiente;924;0,08970873786407767;10300;32;32;1,000000000000000
COMBARBALA;Juan Carlos Araya Araya;IND;CANDIDATURAS INDEPENDIENTES;Independiente;805;0,07815533980582524;10300;32;32;1,000000000000000
COMBARBALA;Elizabeth Salinas Valle;IND;CANDIDATURAS INDEPENDIENTES;Independiente;286;0,02776699029126213;10300;32;32;1,000000000000000
COMBARBALA;Juana Sarmiento Acosta;IND;CANDIDATURAS INDEPENDIENTES;Independiente;156;0,01514563106796117;10300;32;32;1,000000000000000
COMBARBALA;Nulo/Blanco;;NA;Otros;617;0,05990291262135922;10300;32;32;1,000000000000000
CONCEPCION;Héctor Muñoz Uribe;PSC;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Derecha;31155;0,18636605631359507;167171;523;523;1,000000000000000
CONCEPCION;Aldo Mardones Alarcon;PDC;H - CONTIGO CHILE MEJOR;Centro;29012;0,17354684724025099;167171;523;523;1,000000000000000
CONCEPCION;James Daniel Argo Chavez;IND;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;27310;0,16336565552637719;167171;523;523;1,000000000000000
CONCEPCION;Camilo Riffo Quintana;IND;CANDIDATURAS INDEPENDIENTES;Independiente;26956;0,16124806336027181;167171;523;523;1,000000000000000
CONCEPCION;Valentina Pavez Van Rysselberghe;UDI;Z - CHILE VAMOS;Derecha;11690;0,06992839667167153;167171;523;523;1,000000000000000
CONCEPCION;Andrea De La Barra Manriquez;IND;R - CENTRO DEMOCRATICO;Centro;6471;0,03870886696855316;167171;523;523;1,000000000000000
CONCEPCION;Victor Fernando Avila Caamaño;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;4879;0,02918568411985333;167171;523;523;1,000000000000000
CONCEPCION;Jaime Monjes Farias;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4398;0,02630839080941072;167171;523;523;1,000000000000000
CONCEPCION;Nulo/Blanco;;NA;Otros;25300;0,15134203899001622;167171;523;523;1,000000000000000
CONCHALI;Rene De La Vega Fuentes;IND;CANDIDATURAS INDEPENDIENTES;Independiente;27417;0,29408862239479977;93227;285;285;1,000000000000000
CONCHALI;Grace Andrea Arcos Maturana;PCCH;H - CONTIGO CHILE MEJOR;Izquierda;14481;0,15533053729069904;93227;285;285;1,000000000000000
CONCHALI;Macarena Garcia-Huidobro Llort;REP;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;11915;0,12780632220279534;93227;285;285;1,000000000000000
CONCHALI;Erick Coñoman Garay;PH;B - IZQUIERDA ECOLOGISTA POPULAR;Izquierda;7526;0,08072768618533258;93227;285;285;1,000000000000000
CONCHALI;Rodrigo Caramori Donoso;IND;R - CENTRO DEMOCRATICO;Centro;5465;0,05862035676359853;93227;285;285;1,000000000000000
CONCHALI;Maria Elena Valenzuela Pino;PAVP;X - ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES;Izquierda;4981;0,05342872772909136;93227;285;285;1,000000000000000
CONCHALI;Ruben Carvacho Rivera;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4031;0,04323854677293059;93227;285;285;1,000000000000000
